id,year,exclude,Film,Lead Studio,Rotten Tomatoes,Audience Score,Story,Genre,Number of Theatres in Opening Weekend (US),Box Office Average per Cinema,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Profit,Proftitability,Opening Weekend,Oscar,Bafta,Source,Column
339,2007,,I Now Pronounce You Chuck and Larry,Universal,13,73,Comedy,Comedy,3495,9795,120.06,65.99,186.05,85,101.05,218.89%,34.2,,,,
340,2007,,The Heartbreak Kid,Paramount,30,41,Love,Comedy,3229,4342,36.79,90.98,127.77,60,67.77,212.94%,14,,,,
341,2007,,Ghost Rider,Sony,28,56,Monster Force,Action,3619,12541,115.8,112.94,228.74,110,118.74,207.94%,45.3,,,,
342,2007,,The Golden Compass,Warner Bros.,42,55,Rescue,Action,3528,7308,70.11,302.13,372.23,180,192.23,206.80%,25.7,,,,
343,2007,,The Darjeeling Limited,Fox,67,79,Journey And Return,Drama,698,2523,11.9,23.02,34.92,17.5,17.42,199.53%,1.8,,,,
344,2007,,License to Wed,Warner Bros.,8,55,Love,Comedy,2604,4002,43.8,25.51,69.31,35,34.31,198.02%,10.4,,,,
345,2007,,Stardust,Paramount,76,86,Quest,Adventure,2540,3610,38.63,96.92,135.56,70,65.56,193.66%,9.16,,,,
346,2007,,Bee Movie,Paramount,52,57,Journey And Return,Animation,3928,9679,126.63,160.49,287.12,150,137.12,191.42%,38,,,,
347,2007,,Vacancy,Sony,55,46,Pursuit,Comedy,2551,2980,19.36,15.94,35.3,19,16.3,185.79%,7.6,,,,
348,2007,,Rush Hour 3,Warner Bros.,20,68,Rescue,Action,3778,12996,140.13,117.9,258.02,140,118.02,184.30%,49.1,,,,
349,2007,y,Lions for Lambs,,27,48,Quest,Drama,2215,3025,15,48.21,63.21,35,28.21,180.60%,6.7,,,,
350,2007,,In the Land of Women,Warner Bros.,43,72,Transformation,Comedy,2155,2186,11.05,6.51,17.56,10,7.56,175.62%,4.7,,,,
351,2007,,Surf's Up,Sony,78,64,Discovery,Animation,3528,5000,58.87,90.18,149.04,85,64.04,175.35%,17.6,,,,
352,2007,,Meet the Robinsons,Disney,66,75,Quest,Animation,3413,7361,97.82,71.51,169.33,100,69.33,169.33%,25.1,,,,
353,2007,,Charlie Wilson's War,Universal,82,73,Discovery,Biography,2575,3750,66.66,51.81,118.48,75,43.48,157.97%,9.6,,,,
354,2007,y,The Reaping,,9,53,Quest,Horror,2603,3851,25.13,37.64,62.77,40,22.77,156.93%,10,,,,
355,2007,,Shooter,Paramount,47,82,Pursuit,Action,2806,5175,47,48.69,95.7,61,34.7,156.88%,14.5,,,,
356,2007,,Nancy Drew,Independent,49,61,The Riddle,Thriller,2612,2615,25.61,5.05,30.67,20,10.67,153.33%,6.9,,,,
357,2007,,3:10 to Yuma,Lionsgate,88,85,Sacrifice,Action,2652,5292,53.61,16.17,69.78,50,19.78,139.56%,14,,,,
358,2007,,Beowulf,Paramount,71,52,Journey And Return,Action,3153,8726,82.2,114.07,196.26,150,46.26,130.84%,27.5,,,,
359,2007,,Zodiac,Paramount,89,73,Pursuit,Thriller,2362,5671,33.08,51.71,84.79,65,19.79,130.44%,13.4,,,,
360,2007,y,Pathfinder: Legend of the Ghost Warrior,,11,41,Rescue,Action,1720,2907,10.23,20.59,30.82,26,4.82,118.55%,5,,,,
361,2007,y,The Kingdom,,52,78,Quest,Action,2793,6135,47.54,39.07,86.61,80,6.61,108.26%,17.1,,,,
362,2007,,Next,Paramount,29,59,Pursuit,Thriller,2725,2617,18.21,55.33,73.54,70,3.54,105.06%,7.1,,,,
363,2007,y,The Brave One,,43,65,Rivalry,Action,2755,4889,36.79,32.99,69.79,70,-0.21,99.70%,13.5,,,,
364,2007,,Evan Almighty,Universal,23,56,Comedy,Comedy,3604,8654,100.46,72.93,173.39,175,-1.61,99.08%,31.2,,,,
365,2007,,Dragon Wars (aka D-War),Mediaplex,27,44,Monster Force,Action,2277,2213,10.98,63.27,74.25,75,-0.75,99.00%,5,,,,
366,2007,,Happily N'Ever After,Lionsgate,4,43,Maturation,Animation,2381,2775,15.59,22.5,38.08,47,-8.92,81.03%,6.6,,,,
367,2007,,Shoot 'Em Up,Warner Bros.,67,66,Pursuit,Action,2108,2711,12.81,13.91,26.72,39,-12.28,68.51%,5.7,,,,
368,2007,,Across the Universe,Independent,54,84,Love,Romance,954,4009,24.34,5.02,29.37,45,-15.63,65.26%,3.8,,,,
369,2007,,Walk Hard: The Dewey Cox Story,Sony,75,55,Comedy,Comedy,2650,1575,18.32,2.26,20.58,35,-14.42,58.79%,4.8,,,,
370,2007,,The Invasion,Warner Bros.,19,43,Monster Force,Thriller,2776,2143,15.07,25.1,40.17,80,-39.83,50.21%,5.6,,,,
371,2007,,Grindhouse,The Weinstein Company,82,86,Pursuit,Action,2624,4419,25.04,0.38,25.42,53,-27.58,47.97%,11.6,,,,
372,2008,,"10,000 B.C.",Warner Bros.,9,44,Rescue,Adventure,3410,10518,94.78,175,269.1,105,164.1,2.56,35.9,,,,
373,2008,y,21,,35,73,Quest,Crime,2648,9103,81.16,,157.9,35,122.9,4.51,24.1,,,,
374,2008,,27 Dresses,Fox,40,71,Love,Comedy,3057,7526,76.81,83.5,160.3,30,130.3,5.34,23.01,,,,
375,2008,y,88 Minutes,,5,51,The Riddle,Drama,2168,3209,16.93,,32.3,30,2.3,1.08,7,,,,
376,2008,y,Appaloosa,,77,55,Rescue,Action,,,20.07,,25.9,20,5.9,1.3,5,,,,
377,2008,,Australia,Fox,55,69,Fish Out Of Water,Adventure,2642,5602,46.69,161.8,129.4,78,51.4,1.66,14.8,,,,
378,2008,,Baby Mama,Independent,63,59,Discovery,Comedy,2543,6845,60.32,3.7,63.9,70,-6.1,0.91,17.41,,,,
379,2008,y,Babylon A.D.,,7,32,Quest,Action,3390,2798,22.53,,70.6,45,25.6,1.57,9.5,,,,
380,2008,y,Bangkok Dangerous,,9,33,Pursuit,Action,2650,2937,15.3,,39.4,45,-5.6,0.88,7.8,,,,
381,2008,y,"Be Kind, Rewind",,65,57,Comedy,Comedy,808,5013,11.18,,29.3,20,9.3,1.47,4.05,,,,
382,2008,,Bedtime Stories,Disney,25,63,Rivalry,Comedy,3681,7457,85.35,102.77,85.4,80,5.4,1.07,27.5,,,,
383,2008,,Beverly Hills Chihuahua,Disney,41,56,Journey And Return,Adventure,3215,9114,93.12,54.76,116,20,96,5.8,29.3,,,,
384,2008,,Body of Lies,Warner Bros.,53,65,Temptation,Action,2710,4754,39.19,75.7,17.5,67.5,-50,0.26,12.9,,,,
385,2008,,Bolt,Disney,89,76,Rescue,Animation,3651,7182,109.9,195.93,289.3,150,139.3,1.93,26.2,,,,
386,2008,,Burn After Reading,Relativity Media,78,64,Comedy,Comedy,2651,7215,60.36,103.36,154.8,37,117.8,4.18,19.13,,,,
387,2008,y,Cadillac Records,,67,64,Rags To Riches,Biography,687,5015,8.14,,8.88,12,-3.12,0.74,3.4,,,,
388,2008,,Changeling,Independent,62,84,Quest,Drama,,,35.69,77.28,66.9,55,11.9,1.22,9.4,,,,
389,2008,,City of Ember,Independent,52,48,Escape,Adventure,,,7.84,3.94,11.78,38,-26.22,0.31,3.13,,,http://www.the-numbers.com/movies/2008/CEMBR.php,
390,2008,,Cloverfield,Paramount,77,67,Monster Force,Action,3411,11744,80.05,90.72,170.8,25,145.8,6.83,40.1,,,,
391,2008,y,College Road Trip,,13,56,Comedy,Adventure,2706,5026,45.61,,51.5,140,-88.5,0.37,13.6,,,,
392,2008,,Death Race,Universal,42,69,Escape,Action,2532,4985,36.1,75.67,73.8,65,8.8,1.14,12.62,,,,
393,2008,,"Definitely, Maybe",Universal,71,72,Discovery,Comedy,2204,4430,32.01,23.2,55,7,48,7.86,9.76,,,,
394,2008,,Disaster Movie,Lionsgate,2,28,Rescue,Comedy,2642,2209,14.19,20.62,34.5,20,14.5,1.73,5.8,,,,
395,2008,,Doomsday,Relativity Media,48,47,Quest,Action,1936,2544,11.01,11.2,21.6,33,-11.4,0.65,4.9,,,,
396,2008,,Doubt,Independent,78,75,The Riddle,Drama,,,18.73,17.46,18.7,25,-6.3,0.75,5.3,,,,
397,2008,,Dr. Seuss' Horton Hears a Who!,Fox,79,75,Rescue,Animation,3954,11384,154.53,142.6,297,85,212,3.49,45,,,,
398,2008,,Drillbit Taylor,Paramount,26,49,Comedy,Comedy,3056,3373,32.86,16.82,49.7,40,9.7,1.24,10.3,,,,
399,2008,,Eagle Eye,Paramount,27,72,Pursuit,Action,3510,8305,101.18,76.62,175.9,80,95.9,2.2,29.2,,,,
400,2008,y,Expelled: No Intelligence Allowed,,10,42,Comedy,Documentary,1052,2824,7.72,0,7.72,3.5,4.22,2.21,2.97,,,,
401,2008,,Fireproof,Independent,40,51,Love,Drama,839,8148,33.45,0.02,33.45,0.5,32.95,66.9,6.84,,,http://boxofficemojo.com/movies/?page=main&id=Fireproof.htm,
402,2008,,First Sunday,Independent,13,59,Comedy,Comedy,2213,8004,37.93,0.87,38.8,13,25.8,2.98,17.7,,,,
403,2008,,Fly Me to the Moon,Independent,18,26,Journey And Return,Animation,,,12.42,27.9,32.6,25,7.6,1.3,1.9,,,,
404,2008,,Fool's Gold,Warner Bros.,11,53,Quest,Adventure,3125,6909,70.23,,110.6,72.5,38.1,1.53,21.6,,,,
405,2008,,Forgetting Sarah Marshall,Independent,85,75,Maturation,Comedy,2798,6791,62.93,42,104.8,30,74.8,3.49,17.73,,,,
406,2008,,Four Christmases,Warner Bros.,26,52,Love,Comedy,,,118.25,43.58,149.6,80,69.6,1.87,31.07,,,,
407,2008,,Get Smart,Warner Bros.,51,73,Pursuit,Action,3911,9891,130.32,100.37,230.5,80,150.5,2.88,38.7,,,,
408,2008,,Ghost Town,Paramount,85,60,Transformation,Comedy,1505,3330,13.25,13.71,24,20,4,1.2,5.01,,,,
409,2008,,Gran Torino,Independent,80,90,Temptation,Drama,,,148.1,114.25,262.34,167,95.34,1.57,29.48,,,,
410,2008,,Hancock,Sony,40,67,Discovery,Action,3965,15789,227.95,396.44,624.4,150,474.4,4.16,62.6,,,,
411,2008,,Harold and Kumar Escape from Guantanamo Bay,Warner Bros.,54,65,Escape,Adventure,2510,5939,38.11,5.38,43.3,12,31.3,3.61,14.91,,,,
412,2008,,Hellboy II: The Golden Army,Universal,87,70,Sacrifice,Action,3204,10780,75.79,84.4,158.9,82.5,76.4,1.93,34.5,,,,
413,2008,,High School Musical 3: Senior Year,Disney,65,76,Love,Comedy,3623,11601,89.7,162.35,240.7,11,229.7,21.88,42.03,,,,
414,2008,,Igor,Independent,36,42,Temptation,Animation,2339,,19.44,11.22,27.6,30,-2.4,0.92,7.8,,,,
415,2008,,In Bruges,Independent,81,85,Fish Out Of Water,Crime,,,7.8,25.59,32,15,17,2.13,0.46,,,http://www.the-numbers.com/movies/2008/BRUGE.php,
416,2008,,Indiana Jones and the Kingdom of the Crystal Skull,Paramount,77,59,Pursuit,Action,4260,23507,317.02,469.53,786.6,185,601.6,4.25,100.1,,,,
417,2008,,Iron Man,Paramount,94,91,Metamorphosis,Action,4105,24024,318.31,266.76,581.9,186,395.9,3.13,98.62,,,,
418,2008,,Journey to the Center of the Earth,Warner Bros.,61,55,Quest,Action,2811,7477,101.7,140.29,220.7,45,175.7,4.9,21,,,,
419,2008,,Jumper,Fox,16,50,Rescue,Action,3428,7980,80.17,142.06,222.2,82.5,139.7,2.69,27.4,,,,
420,2008,,Kit Kittredge: An American Girl,Warner Bros.,78,26,The Riddle,Drama,,,17.66,N/A,17.7,10,7.7,1.77,3.3,,,,
421,2008,,Kung Fu Panda,Paramount,88,83,Underdog,Animation,4114,14642,215.43,416.31,631.9,200,431.9,3.16,60.24,,,,
422,2008,,Lakeview Terrace,Sony,46,44,Rivalry,Crime,2464,6090,39.26,5.39,43.8,20,23.8,2.19,15,,,,
423,2008,,Leatherheads,Universal,52,41,Rivalry,Comedy,2769,4580,31.23,9.93,41,58,-17,0.71,12.7,,,,
424,2008,,Mad Money,Independent,22,51,Comedy,Comedy,2470,3132,20.67,5.74,26.1,22,4.1,1.19,7.74,,,,
425,2008,,Madagascar: Escape 2 Africa,Paramount,64,73,Journey And Return,Animation,4056,1559,176.93,423.89,462.3,150,312.3,3.08,63.11,,,,
426,2008,,Made of Honor,Sony,13,61,Love,Comedy,2729,5407,46.01,59.95,106,40,66,2.65,14.76,,,,
427,2008,,Mamma Mia!,Universal,53,76,Love,Comedy,2976,9325,143.76,465.71,572.2,66,506.2,8.67,27.75,,,,
428,2008,,Marley and Me,Fox,63,77,Love,Comedy,3480,10448,106.51,99.56,111.8,55,56.8,2.03,36.36,,,,
429,2008,,Max Payne,Fox,16,36,Revenge,Action,3376,5225,40.66,44.73,84.2,35,49.2,2.41,17.6,,,,
430,2008,,Meet Dave,Fox,19,42,Fish Out Of Water,Adventure,3011,1744,11.8,38.85,50.5,60,-9.5,0.84,5.25,,,,
431,2008,,Meet the Spartans,Independent,2,31,Comedy,Comedy,2605,7104,38.23,46.41,84.6,30,54.6,2.82,18.51,,,,
432,2008,,Milk,Universal,94,88,Quest,Biography,36,40385,31.84,18.32,50.16,20,30.16,2.51,1.5,"Best Actor, Original Screenplay",,http://www.the-numbers.com/movies/2008/HMILK.php,
433,2008,y,Miracle at St. Anna,,34,68,Quest,Action,1185,2935,7.92,1.2,9.11,45,-35.89,0.2,3.5,,,http://www.the-numbers.com/movies/2008/MSANA.php,
434,2008,,Mirrors,Independent,14,49,Monster Force,Horror,2664,4190,30.69,46.8,73.4,35,38.4,2.1,11.2,,,,
435,2008,,Miss Pettigrew Lives for a Day,Independent,78,70,Love,Comedy,535,4655,12.31,2.86,15.17,60,-44.83,0.25,2.49,,,,
436,2008,,My Best Friend's Girl,Lionsgate,14,51,Comedy,Comedy,2604,3174,19.22,22.4,36.2,20,16.2,1.81,8.27,,,,
437,2008,y,Never Back Down,,23,37,Rivalry,Action,2729,3152,24.85,16.78,41.6,21,20.6,1.98,8.6,,,,
438,2008,y,Nick and Norah's Infinite Playlist,,73,67,Love,Comedy,2421,4672,31.49,,31.7,10,21.7,3.17,11.31,,,,
439,2008,y,Nights in Rodanthe,,31,56,Discovery,Drama,2704,4962,41.74,,75.7,30,45.7,2.52,13.42,,,,
440,2008,,Nim's Island,Independent,51,50,Rescue,Adventure,3513,3760,48.01,52.07,99.9,37,62.9,2.7,13.2,,,,
441,2008,y,One Missed Call,,0,36,Monster Force,Horror,2240,5585,26.89,,44.5,20,24.5,2.23,12.5,,,,
442,2008,y,Over Her Dead Body,,15,47,Love,Comedy,,,0,,20.9,10,10.9,2.09,4.03,,,,
443,2008,,Penelope,Summit,52,74,Love,Comedy,,,10.01,10.73,20.75,15,5.75,1.38,3.8,,,,
444,2008,,Pineapple Express,Sony,68,74,Comedy,Action,3072,7567,87.34,14.28,101.5,26,75.5,3.9,23.2,,,,
445,2008,,Pride & Glory,Warner Bros.,34,54,Temptation,Crime,2585,2423,15.74,15.41,23.8,30,-6.2,0.79,6.26,,,,
446,2008,,Prom Night,Independent,8,46,Escape,Horror,2700,7705,43.87,,57.2,18,39.2,3.18,20.81,,,,
447,2008,,Punisher: War Zone,Lionsgate,27,47,Revenge,Action,2508,1703,8.05,0.15,8.19,30,-21.81,0.27,4.3,,,,
448,2008,,Quantum of Solace,MGM,64,62,Revenge,Action,3451,19568,166.8,,567,230,337,2.47,67.5,,,,
449,2008,,Quarantine,Sony,59,46,Monster Force,Horror,2461,5775,31.69,,37.2,12,25.2,3.1,14.2,,,,
450,2008,,Rachel Getting Married,Independent,85,61,Love,Drama,,,10.33,0.53,10.86,12,-1.14,0.9,0.29,,,http://www.the-numbers.com/movies/2008/RGMRD.php,
451,2008,,Rambo,Lionsgate,36,70,Rescue,Action,2751,6617,42.75,,113.2,47.5,65.7,2.38,18.2,,,,
452,2008,y,Religulous,,70,78,Comedy,Documentary,502,6792,13.01,0.12,13.14,2.5,10.64,5.25,3.41,,,http://www.the-numbers.com/movies/2008/RELIG.php,
453,2008,y,Righteous Kill,,19,44,The Riddle,Crime,3152,5168,40.08,,74,60,14,1.23,16.3,,,,
454,2008,,Role Models,Universal,77,75,Discovery,Comedy,2792,6865,66.69,25.09,66.7,28,38.7,2.38,19.17,,,,
455,2008,,Saw V,Independent,13,63,Monster Force,Crime,3030,9822,56.75,57.12,103.6,10.8,92.8,9.59,30.1,,,,
456,2008,,Semi-Pro,Warner Bros.,21,41,Underdog,Comedy,3121,4830,33.48,10.41,43.9,2.6,41.3,16.88,15.08,,,,
457,2008,y,Seven Pounds,,27,77,Sacrifice,Drama,2758,5385,60.04,,61.4,54,7.4,1.14,14.9,,,,
458,2008,,Sex and the City,Warner Bros.,49,81,Love,Comedy,3285,17363,152.65,262.61,415.1,57.5,357.6,7.22,57.04,,,,
459,2008,,Sex Drive,Summit,46,61,Journey And Return,Adventure,2421,1490,8.4,2.01,10.41,19,-8.59,0.55,3.61,,,,
460,2008,y,Shutter,,7,40,Monster Force,Horror,2753,3794,25.93,,47.8,8,39.8,5.98,10.5,,,,
461,2008,,Slumdog Millionaire,Independent,94,90,Underdog,Crime,,,101.89,236.59,198,15,183,13.2,4.3,"Best Picture, Director, Adapted Screenplay","Best Film, Director, Adapted Screenplay",,
462,2008,,Smart People,Independent,50,41,Transformation,Comedy,1106,3700,9.51,2.14,11.65,7,4.65,1.66,4.09,,,http://www.the-numbers.com/movies/2008/SMPEP.php,
463,2008,,Soul Men,The Weinstein Company,45,42,Comedy,Comedy,2044,2643,12.08,0.25,12.33,0,12.33,,5.4,,,http://www.boxofficemojo.com/movies/?id=soulmen.htm,
464,2008,,Space Chimps,Independent*,36,37,Transformation,Animation,2511,2860,30.11,34.73,63.8,37,26.8,1.72,7.18,,,"* Co-production partnership with Digital Production Studios, a subsidiary of IDT Media.",
465,2008,,Speed Racer,Warner Bros.,38,61,Quest,Action,3606,5174,43.95,50,93.4,120,-26.6,0.78,18.6,,,,
466,2008,,Star Wars: The Clone Wars,Independent,19,46,Sacrifice,Animation,3452,4233,35.16,33.12,65.6,8.5,57.1,7.72,14.6,,,,
467,2008,,Step Brothers,Sony,54,68,Comedy,Comedy,3094,10000,100.47,27.64,128,65,63,1.97,30.94,,,,
468,2008,,Step Up 2: The Streets,Disney,26,81,Underdog,Drama,2470,7655,58.02,92.8,148.2,17.5,130.7,8.47,18.91,,,,
469,2008,,Stop-Loss,Paramount,65,27,Tragedy,Drama,1291,3528,10.92,0.26,11.18,25,-13.82,0.45,4.56,,,http://www.the-numbers.com/movies/2008/STOPL.php,
470,2008,,Street Kings,Fox,37,62,The Riddle,Action,2467,5054,26.42,39.15,63.6,20,43.6,3.18,12.5,,,,
471,2008,,Superhero Movie,The Weinstein Company,15,36,Comedy,Comedy,2960,3212,25.87,45.35,71.1,65,6.1,1.09,9.51,,,,
472,2008,,Swing Vote,Disney,36,44,Maturation,Comedy,2213,2815,16.29,1.34,33.4,20,13.4,1.67,6.23,,,,
473,2008,,The Bank Job,Independent,78,74,Quest,Thriller,1603,3702,30.06,34.76,63.8,20,43.8,3.19,5.94,,,,
474,2008,,The Boy in the Striped Pyjamas,Independent,63,84,Tragedy,Drama,,,8.7,31.37,33,12.5,20.5,2.64,1.03,,,,
475,2008,,The Chronicles of Narnia: Prince Caspian,Disney,66,78,Fish Out Of Water,Action,3929,14007,141.62,278.04,419.6,200,219.6,2.1,55.03,,,,
476,2008,,The Curious Case of Benjamin Button,Warner Bros.,73,81,Love,Drama,2988,8987,79.01,206.42,322,160,162,2.01,26.85,,,,
477,2008,,The Dark Knight,Warner Bros.,94,96,Revenge,Thriller,4366,36283,530.92,468.58,996.9,185,811.9,5.39,158.4,Supporting Actor,Supporting Actor,,
478,2008,,The Day the Earth Stood Still ,Fox,19,34,Sacrifice,Thriller,3560,8562,74.3,153.73,230,100,130,2.3,30.5,,,,
479,2008,,The Duchess,Paramount,60,68,Love,Drama,,,13.85,29.46,34.3,13.5,20.8,2.54,3.3,,,,
480,2008,,The Express,Independent,62,73,Maturation,Drama,2808,1625,9.79,0.01,9.81,37.5,-27.69,0.26,4.56,,,http://www.the-numbers.com/movies/2008/EXPRS.php,
481,2008,,The Eye,Lionsgate,22,51,Sacrifice,Horror,2436,5101,31.42,25.55,56.8,12,44.8,4.73,12.4,,,,
482,2008,,The Forbidden Kingdom,Relativity Media,64,65,Journey And Return,Action,3151,6791,52.08,75.9,128.8,55,73.8,2.34,21.4,,,,
483,2008,y,The Happening,,19,29,Escape,Thriller,2986,10220,64.51,,163.4,60,103.4,2.72,30.52,,,,
484,2008,y,The Haunting of Molly Hartley,,3,22,Sacrifice,Horror,2352,2045,13.56,1.33,14.89,5,9.89,2.98,5.4,,,,
485,2008,y,The House Bunny,,39,54,Discovery,Comedy,2714,5355,0,,70,25,45,2.8,14.53,,,,
486,2008,,The Incredible Hulk,Universal,67,75,Metamorphosis,Action,3505,15810,134.53,128.62,262.5,137.5,125,1.91,55.14,,,,
487,2008,,The Longshots,Independent,39,39,Quest,Comedy,2089,1953,11.51,0.23,11.74,30,-18.26,0.39,4,,,,
488,2008,,The Love Guru,Paramount,14,38,Comedy,Comedy,3505,15810,32.2,8.63,40.8,62,-21.2,0.66,13.91,,,,
489,2008,y,The Mummy: Tomb of the Dragon Emperor,,14,40,Quest,Action,3760,10760,102.28,,393.2,175,218.2,2.25,40.5,,,,
490,2008,,The Other Boleyn Girl,Independent,41,65,Tragedy,Drama,1166,7035,26.81,50.9,77.2,40,37.2,1.93,8.2,,,,
491,2008,y,The Pirates Who Don't Do Anything,,41,61,Fish Out Of Water,Comedy,,,12.73,0.17,12.9,15,-2.1,0.86,4.25,,,,
492,2008,,The Ruins,Paramount,46,32,Rescue,Horror,2812,2846,17.43,5.3,22.6,25,-2.4,0.9,8,,,,
493,2008,,The Secret Life of Bees,Fox,56,78,Maturation,Drama,1591,6617,37.43,2.18,37.8,11,26.8,3.44,10.53,,,,
494,2008,y,The Sisterhood of the Traveling Pants 2,,63,68,Journey And Return,Drama,2707,3945,44.09,,44.2,27,17.2,1.64,10.68,,,,
495,2008,,The Spiderwick Chronicles,Paramount,79,67,Fish Out Of Water,Adventure,3847,4940,71.2,91.64,162.8,92.5,70.3,1.76,19,,,,
496,2008,,The Spirit,Lionsgate,14,29,Rivalry,Action,2509,2576,17.75,19.23,21.5,6,15.5,3.58,6.5,,,,
497,2008,,The Strangers,Relativity Media,44,48,Escape,Horror,2466,8515,52.6,29.79,77.6,9,68.6,8.62,20.99,,,,
498,2008,,The Tale of Despereaux,Universal,54,46,Rescue,Animation,3104,3255,50.87,37.84,88.72,55,33.72,1.61,10.1,,,,
499,2008,,The Visitor,Independent,92,83,Transformation,Drama,,,9.43,8.65,18.08,4,14.08,4.52,0.09,,,http://www.the-numbers.com/movies/2008/VISTR.php,
500,2008,,The Women,Warner Bros.,13,41,Transformation,Drama,2962,3415,26.9,23.11,46.1,16,30.1,2.88,10.12,,,,
501,2008,,The X-Files: I Want to Believe,Fox,32,34,Monster Force,Thriller,3185,3147,20.98,47.39,68.3,35,33.3,1.95,10.1,,,,
502,2008,,Traitor,Liberty Starz,55,66,Pursuit,Thriller,2054,3831,23.53,4.13,25.3,22,3.3,1.15,7.9,,,,
503,2008,,Transporter 3,Independent,36,58,Escape,Action,2626,4594,31.72,77.26,60.9,30,30.9,2.03,12.06,,,,
504,2008,,Tropic Thunder,Paramount,83,69,Fish Out Of Water,Comedy,3319,7777,110.46,77.58,188,90,98,2.09,25.81,,,,
505,2008,,Twilight,Summit,49,82,Love,Romance,3419,20368,176.82,199.85,246.5,37,209.5,6.66,69.64,,,,
506,2008,,Tyler Perry's Meet the Browns,Independent,31,36,Discovery,Drama,2006,10011,41.98,0,41.98,20,21.98,2.1,20.08,,,,
507,2008,,Tyler Perry's The Family That Preys,Independent,51,36,Discovery,Drama,2070,8397,37.11,0,37.11,10,27.11,3.71,17.38,,,,
508,2008,y,Under the Same Moon,,72,80,Quest,Drama,266,10412,12.59,,23,1.7,21.3,13.53,2.8,,,,
509,2008,,Untraceable,Independent,14,56,The Riddle,Thriller,2368,4795,28.69,23.97,52.5,35,17.5,1.5,11.4,,,,
510,2008,,Valkyrie,MGM,58,66,Sacrifice,Thriller,2711,7756,60.69,117.2,184,75,109,2.45,21.03,,,,
511,2008,y,Vantage Point,,36,61,The Riddle,Action,3149,7264,72.27,,151.2,40,111.2,3.78,22.87,,,,
512,2008,,Vicky Cristina Barcelona,The Weinstein Company,82,73,Temptation,Romance,692,5427,22.84,,77.2,16,61.2,4.83,3.76,,,,
513,2008,y,W.,,58,43,Rivalry,Biography,2030,5175,25.53,,29,25.1,3.9,1.16,10.5,,,,
514,2008,,WALL-E,Disney,96,89,Love,Animation,3992,15803,223.78,,507.3,180,327.3,2.82,63.09,Animated,Animated,,
515,2008,,Wanted,Universal,73,72,Transformation,Action,3175,16040,134.33,,342.1,75,267.1,4.56,50.93,,,,
516,2008,,"Welcome Home, Roscoe Jenkins",Universal,24,64,Discovery,Comedy,2387,6790,42.19,,43.4,27.5,15.9,1.58,16.21,,,,
517,2008,,What Happens in Vegas,Fox,28,72,Love,Comedy,3215,6274,80.28,,219.3,150,69.3,0.29,20.17,,,,
518,2008,,Yes Man,Warner Bros.,43,72,Transformation,Comedy,3434,5318,79.41,,113.4,50,63.4,2.27,18.26,,,,
519,2008,,You Don't Mess with the Zohan,Sony,36,50,Fish Out Of Water,Comedy,3462,11130,100.02,,201.8,80,121.8,2.52,38.53,,,,
520,2008,,Zack and Miri Make a Porno,The Weinstein Company,64,70,Love,Romance,3735,3680,31.3,,36.6,24,12.6,1.53,10.07,,,,
521,2009,y,9,,57,58,Sacrifice,Animation,1661,10398,29.6,18,48,30,18,1.6,10.7,,,http://www.the-numbers.com/movies/records/allbudgets.php,
522,2009,,2012,Sony,39,63,Escape,Action,3404,19165,165.6,602.4,767.9,200,567.9,3.84,65.3,,,http://boxofficemojo.com/movies/?id=2012.htm,
523,2009,,(500) Days of Summer ,Fox,87,81,Love,Comedy,817,4577,48.3,9.3,58.6,7.5,51.1,7.81,3.8,,,http://boxofficemojo.com/movies/?id=500daysofsummer.htm,
524,2009,y,12 Rounds ,,30,52,Rescue,Action,2331,2286,16,1.1,17.1,20,-2.9,0.86,5.3,,,http://www.the-numbers.com/movies/records/allbudgets.php,
525,2009,,17 Again ,Independent,55,70,Maturation,Comedy,3255,7288,64.2,72.1,136.3,20,116.3,6.82,23.7,,,http://www.darkhorizons.com/films/134/17-Again,
526,2009,,A Christmas Carol,Disney,52,72,Transformation,Animation,3683,8159,137.9,185.7,323.6,190,133.6,1.7,30.1,,,http://www.the-numbers.com/movies/records/allbudgets.php,
527,2009,y,A Perfect Getaway ,,61,50,Escape,Mystery,2159,2755,15.5,6.7,22.2,14,8.2,1.59,5.9,,,http://www.the-numbers.com/movies/records/allbudgets.php,
528,2009,,A Serious Man ,Universal,89,64,Love,Drama,6,41890,9.2,7.1,20.5,7,13.5,2.93,0.3,,,http://www.the-numbers.com/movies/2009/ASERM.php,
529,2009,y,Adventureland ,,89,56,Maturation,Comedy,1862,3073,16.04,0.01,16.05,9.5,6.55,1.69,5.7,,,http://www.the-numbers.com/movies/2009/ADVNL.php,
530,2009,y,Aliens in the Attic ,,30,46,Monster Force,Adventure,3106,2578,25.2,24.35,59.55,45,14.55,1.32,8,,,http://www.the-numbers.com/movies/2009/ANATC.php,
531,2009,y,All About Steve ,,6,35,Comedy,Comedy,2251,4994,33.86,4.07,37.93,15,22.93,2.53,11.2,,,http://www.the-numbers.com/movies/2009/ABSTV.php,
532,2009,,Alvin and the Chipmunks: The Squeakquel ,Independent,21,59,Comedy,Animation,3700,13210,219.5,221.3,440.7,75,365.7,5.88,48.8,,,http://www.the-numbers.com/movies/2009/ALVN2.php,
